District,Year,Season,Unemployment_Rate,Average_Income,Education_Level,Population_Density,Police_Presence,Crime_Rate
District_2,2024,Spring,8.59,67587.0,13.5,2764.0,High,32.22
District_9,2024,Summer,5.51,33241.0,13.2,3830.0,High,38.97
District_13,2014,Spring,14.37,58914.0,15.3,1727.0,Low,53.17
District_15,2018,Fall,13.59,21556.0,10.6,4210.0,High,53.0
District_3,2020,Winter,5.93,70894.0,17.3,4516.0,Low,26.46
District_11,2016,Fall,4.15,77063.0,12.1,2077.0,High,16.68
District_14,2022,Winter,8.29,59727.0,10.9,3566.0,Low,39.29
District_8,2021,Spring,11.12,50760.0,11.4,1027.0,High,26.89
District_18,2016,Fall,5.1,63544.0,11.5,3848.0,Low,31.29
District_19,2018,Winter,9.16,39582.0,10.0,1243.0,Low,48.5
District_16,2020,Summer,8.1,57583.0,17.3,3593.0,High,38.75
District_2,2017,Spring,13.69,63138.0,9.7,2399.0,Low,55.13
District_8,2018,Spring,8.15,28561.0,16.8,4678.0,Low,47.69
District_6,2016,Summer,9.41,28404.0,12.0,2590.0,Low,65.06
District_12,2022,Summer,14.46,62968.0,10.7,639.0,Low,48.57
District_15,2023,Winter,6.6,45907.0,10.0,2663.0,High,25.18
District_8,2022,Spring,6.47,73352.0,13.0,4080.0,Low,36.66
District_4,2020,Winter,12.6,38716.0,14.7,3412.0,Low,54.44
District_15,2023,Summer,6.33,22546.0,17.0,4848.0,Low,52.88
District_20,2015,Spring,12.98,58993.0,14.5,4295.0,High,56.79
District_17,2020,Summer,4.15,61054.0,12.8,2869.0,High,31.05
District_13,2020,Winter,4.34,53215.0,8.3,1429.0,Low,23.6
District_18,2024,Winter,13.82,61000.0,17.2,517.0,High,25.61
District_2,2018,Winter,9.49,51425.0,17.0,4912.0,High,34.15
District_13,2022,Spring,11.63,61558.0,11.8,4722.0,High,53.48
District_13,2024,Summer,5.7,22636.0,8.3,1734.0,Low,44.23
District_15,2016,Summer,5.0,42104.0,15.3,3372.0,High,32.23
District_20,2017,Winter,13.02,32649.0,15.9,3782.0,Low,40.28
District_10,2014,Winter,7.3,25960.0,13.4,3101.0,Low,35.78
District_3,2019,Winter,8.46,34046.0,12.0,4293.0,High,42.52
District_19,2017,Winter,3.34,31479.0,16.5,850.0,Low,24.25
District_3,2014,Fall,7.63,78388.0,9.9,4534.0,Low,49.74
District_14,2015,Fall,12.25,37193.0,12.4,2264.0,High,53.33
District_8,2016,Fall,12.86,33858.0,8.2,2663.0,High,50.5
District_4,2022,Winter,11.39,70092.0,9.6,2501.0,High,32.49
District_20,2021,Winter,11.31,45147.0,17.4,2891.0,Low,38.36
District_11,2020,Summer,9.07,45288.0,13.8,3192.0,High,44.96
District_11,2024,Spring,9.46,46615.0,16.1,3697.0,Low,60.29
District_11,2017,Summer,11.91,44992.0,12.9,2862.0,Low,60.59
District_2,2014,Fall,5.97,39594.0,16.3,3581.0,Low,32.67
District_17,2021,Summer,5.78,37180.0,13.4,2022.0,Low,36.03
District_9,2017,Winter,14.4,72918.0,8.0,4715.0,High,43.8
District_2,2016,Fall,3.33,29702.0,17.0,790.0,High,10.19
District_15,2022,Fall,4.67,30864.0,9.5,2955.0,High,26.93
District_16,2023,Spring,9.84,54303.0,12.5,893.0,Low,41.73
District_4,2017,Spring,11.85,40620.0,12.8,2492.0,Low,45.12
District_8,2017,Fall,9.45,45292.0,8.5,1659.0,Low,50.8
District_9,2022,Fall,7.26,68393.0,8.5,4716.0,High,43.45
District_5,2024,Summer,14.74,74218.0,15.6,559.0,High,38.65
District_16,2015,Fall,11.45,67433.0,11.0,2260.0,Low,51.0
District_13,2018,Winter,12.98,34096.0,12.1,4019.0,Low,57.62
District_7,2017,Summer,3.48,78798.0,13.6,1348.0,High,21.68
District_20,2022,Winter,5.83,41791.0,11.7,4170.0,Low,36.64
District_17,2018,Winter,7.49,30144.0,15.8,4369.0,High,23.82
District_3,2022,Winter,5.19,49970.0,16.8,3686.0,High,17.23
District_5,2024,Fall,3.87,63517.0,8.6,1441.0,Low,30.1
District_19,2022,Spring,5.7,24996.0,14.4,1724.0,Low,36.02
District_12,2015,Spring,9.4,58057.0,11.2,1251.0,High,26.42
District_7,2022,Winter,11.35,71485.0,13.8,1328.0,Low,27.21
District_9,2016,Fall,12.29,35707.0,12.8,664.0,Low,39.44
District_6,2017,Summer,3.52,61587.0,11.3,4358.0,Low,32.52
District_17,2014,Winter,8.14,43995.0,8.9,2878.0,Low,31.31
District_16,2014,Summer,4.47,44848.0,13.6,1975.0,High,31.89
District_3,2014,Summer,8.17,36849.0,9.1,1803.0,High,42.45
District_4,2022,Fall,8.21,57464.0,9.6,2951.0,Low,46.39
District_10,2024,Fall,8.98,41660.0,17.8,1970.0,Low,37.57
District_5,2021,Spring,13.71,69854.0,11.2,4387.0,High,40.23
District_10,2018,Spring,12.66,77774.0,13.8,1449.0,Low,46.42
District_12,2018,Fall,10.64,76105.0,10.7,4470.0,Low,54.01
District_10,2022,Winter,13.62,29788.0,16.7,3488.0,Low,50.63
District_13,2016,Spring,11.14,20851.0,10.8,4805.0,Low,58.47
District_11,2016,Summer,12.83,46308.0,11.7,568.0,Low,51.69
District_16,2020,Winter,9.77,63733.0,14.1,766.0,High,22.68
District_8,2022,Summer,9.3,78647.0,16.7,2754.0,Low,39.18
District_8,2019,Fall,11.69,67005.0,16.2,4606.0,High,47.14
District_8,2015,Summer,3.24,54833.0,10.6,3789.0,Low,48.59
District_13,2014,Winter,11.28,21581.0,16.3,3300.0,Low,51.17
District_2,2015,Fall,14.21,69532.0,15.0,642.0,High,37.5
District_12,2014,Winter,11.57,30629.0,17.9,2094.0,High,29.24
District_10,2023,Summer,3.44,23336.0,17.4,2056.0,High,24.41
District_12,2023,Winter,7.53,71022.0,13.3,2939.0,Low,34.07
District_11,2022,Fall,12.71,53975.0,15.5,1660.0,High,45.45
District_15,2023,Summer,14.5,27713.0,13.7,1702.0,High,56.27
District_16,2021,Summer,7.44,43193.0,13.9,3294.0,Low,39.56
District_17,2020,Spring,13.09,25133.0,9.0,4751.0,High,53.56
District_2,2016,Spring,13.37,58281.0,8.0,3471.0,High,50.31
District_18,2021,Winter,4.48,36946.0,8.5,3507.0,Low,39.63
District_12,2015,Spring,13.15,71966.0,17.7,4938.0,Low,64.68
District_19,2015,Spring,6.89,41468.0,9.3,1191.0,High,29.68
District_18,2024,Spring,10.12,49678.0,8.4,652.0,Low,48.7
District_17,2023,Spring,9.47,23811.0,11.1,3855.0,Low,46.83
District_6,2016,Fall,10.96,36536.0,13.9,2475.0,Low,46.94
District_15,2020,Fall,11.89,60606.0,17.5,2430.0,Low,47.2
District_3,2014,Spring,8.29,64176.0,15.0,1514.0,Low,24.38
District_6,2021,Winter,13.66,34569.0,10.8,2781.0,Low,54.77
District_3,2020,Fall,12.71,50229.0,17.4,2490.0,High,37.44
District_1,2017,Spring,12.43,69052.0,8.4,2055.0,Low,52.73
District_13,2018,Fall,8.5,42795.0,17.8,2492.0,Low,35.94
District_14,2023,Summer,3.45,28026.0,8.6,2227.0,Low,45.13
District_13,2014,Fall,8.91,45912.0,15.5,4730.0,Low,54.32
District_4,2017,Fall,13.78,56038.0,8.5,4911.0,High,61.06
District_7,2014,Winter,5.29,20444.0,17.3,4280.0,High,26.25
District_10,2014,Fall,14.79,40914.0,9.1,4957.0,High,64.47
District_7,2023,Winter,12.69,56446.0,8.5,1696.0,High,36.76
District_15,2014,Summer,11.52,77115.0,16.9,4293.0,Low,51.02
District_15,2020,Spring,11.13,44513.0,9.0,2330.0,Low,57.79
District_4,2020,Winter,10.04,29778.0,16.0,3858.0,Low,38.81
District_6,2017,Fall,11.65,52053.0,15.5,1406.0,Low,47.56
District_20,2015,Fall,8.06,37145.0,14.0,4154.0,High,40.43
District_5,2016,Winter,13.14,32887.0,11.8,876.0,Low,40.52
District_20,2021,Summer,11.36,55424.0,17.2,1718.0,Low,43.35
District_12,2021,Spring,12.26,74953.0,16.7,4199.0,Low,51.83
District_1,2024,Fall,12.51,70113.0,12.3,3862.0,High,46.14
District_8,2024,Summer,4.1,30938.0,10.3,2756.0,High,35.37
District_1,2019,Spring,3.67,65953.0,10.7,3528.0,High,22.06
District_5,2023,Spring,12.61,33792.0,10.2,1335.0,Low,61.92
District_6,2022,Fall,6.11,37442.0,13.4,3505.0,High,34.71
District_3,2024,Winter,9.98,75203.0,16.7,536.0,Low,32.32
District_15,2022,Fall,8.32,74663.0,15.7,4249.0,Low,40.31
District_5,2017,Fall,3.26,30118.0,16.0,2823.0,Low,36.15
District_14,2014,Fall,3.48,23852.0,12.5,4747.0,High,30.31
District_18,2014,Summer,12.93,37587.0,11.2,2652.0,Low,61.76
District_16,2023,Winter,10.29,54907.0,15.6,2449.0,Low,30.15
District_6,2018,Summer,9.29,72614.0,15.9,2525.0,High,36.24
District_14,2015,Fall,14.33,27130.0,15.0,2119.0,Low,53.05
District_8,2019,Winter,5.08,44898.0,8.3,1250.0,Low,25.3
District_7,2020,Spring,6.1,36305.0,13.9,4289.0,High,26.0
District_8,2014,Winter,12.08,20896.0,11.5,2251.0,Low,39.87
District_13,2019,Fall,12.3,67307.0,10.0,2881.0,High,43.93
District_6,2021,Winter,7.86,68797.0,14.9,589.0,Low,19.58
District_18,2018,Spring,14.41,33274.0,10.7,771.0,Low,58.32
District_2,2020,Spring,14.26,29074.0,17.1,3187.0,High,47.46
District_8,2023,Winter,3.15,28674.0,11.0,4457.0,High,28.19
District_11,2019,Spring,5.07,47837.0,13.6,2720.0,High,33.74
District_1,2017,Summer,12.84,34790.0,16.3,1242.0,Low,60.08
District_6,2020,Winter,7.02,50681.0,12.0,1023.0,High,18.15
District_16,2023,Spring,4.15,43091.0,16.3,4549.0,Low,38.63
District_20,2022,Spring,12.42,32653.0,15.2,3657.0,High,52.45
District_12,2023,Winter,8.46,65072.0,17.2,4848.0,High,23.2
District_11,2023,Summer,8.91,29022.0,11.3,871.0,High,43.75
District_10,2020,Winter,5.24,67934.0,9.1,4562.0,High,31.07
District_3,2018,Spring,10.93,53687.0,12.3,4305.0,High,44.3
District_13,2020,Winter,9.61,69922.0,15.9,4519.0,Low,40.59
District_3,2016,Spring,5.48,20286.0,12.5,526.0,Low,43.96
District_15,2015,Fall,7.08,64951.0,10.6,3839.0,Low,40.74
District_16,2024,Winter,10.16,23091.0,8.3,2970.0,High,38.23
District_13,2018,Winter,14.1,77006.0,11.1,3079.0,Low,51.58
District_17,2017,Spring,14.04,62164.0,15.1,2611.0,Low,48.06
District_3,2018,Spring,6.45,39210.0,9.5,3842.0,Low,45.94
District_20,2021,Spring,11.83,39191.0,11.4,4999.0,High,45.18
District_11,2017,Spring,12.31,71690.0,8.2,3697.0,High,37.44
District_19,2022,Winter,12.71,74170.0,15.2,3551.0,Low,44.28
District_11,2020,Spring,9.85,73494.0,16.8,3445.0,Low,34.46
District_16,2023,Winter,3.13,68524.0,13.7,3628.0,Low,17.13
District_3,2020,Summer,12.14,69142.0,8.3,2040.0,High,52.96
District_6,2021,Winter,4.28,54366.0,10.2,1941.0,High,16.04
District_14,2019,Spring,4.4,21694.0,12.4,4030.0,Low,41.27
District_18,2021,Spring,10.27,25206.0,13.9,739.0,Low,42.37
District_17,2016,Summer,14.8,58973.0,13.0,3917.0,Low,74.64
District_4,2023,Winter,5.91,44070.0,17.2,4162.0,High,31.69
District_15,2023,Summer,10.75,54039.0,17.4,2847.0,Low,52.96
District_11,2014,Winter,6.64,33865.0,9.1,4596.0,High,20.08
District_3,2019,Spring,13.78,58965.0,9.4,2629.0,High,47.95
District_3,2014,Winter,10.12,34570.0,11.6,1301.0,Low,34.16
District_16,2022,Spring,5.49,47649.0,12.2,2126.0,Low,32.5
District_5,2015,Spring,6.15,48723.0,13.9,4576.0,High,34.33
District_10,2024,Fall,8.19,30660.0,15.7,4972.0,Low,50.59
District_19,2015,Fall,4.46,72572.0,9.4,2398.0,Low,26.26
District_4,2020,Winter,3.94,51549.0,16.0,1251.0,Low,13.39
District_19,2015,Spring,11.16,72007.0,14.1,1788.0,High,38.11
District_11,2023,Summer,7.89,35752.0,17.8,2990.0,High,43.46
District_2,2021,Spring,11.71,30340.0,14.5,3074.0,Low,60.27
District_10,2019,Summer,4.32,21081.0,15.2,3335.0,Low,35.73
District_11,2020,Winter,10.32,25632.0,10.0,4259.0,Low,50.02
District_20,2020,Winter,8.32,28848.0,15.7,3700.0,High,25.25
District_16,2019,Summer,3.7,24731.0,8.8,1674.0,Low,45.09
District_19,2023,Summer,9.54,73813.0,14.6,2278.0,Low,43.57
District_11,2024,Spring,3.99,74686.0,8.6,4279.0,Low,31.99
District_14,2022,Winter,12.93,76242.0,9.2,3350.0,Low,56.19
District_2,2022,Spring,10.58,77592.0,9.1,1249.0,Low,40.6
District_5,2020,Summer,9.68,49510.0,8.5,1965.0,High,49.21
District_5,2022,Fall,4.6,51801.0,11.2,4060.0,Low,36.65
District_19,2023,Fall,6.45,27850.0,17.9,1274.0,Low,36.76
District_12,2016,Fall,8.91,28223.0,11.5,3610.0,Low,50.78
District_18,2016,Summer,10.6,66365.0,15.6,3036.0,Low,44.85
District_4,2014,Spring,5.2,71344.0,9.3,1164.0,High,26.22
District_17,2018,Winter,3.11,67083.0,12.5,3600.0,Low,19.42
District_10,2017,Summer,7.14,70075.0,9.9,1141.0,Low,41.45
District_20,2015,Fall,8.79,36594.0,9.9,2293.0,High,31.96
District_6,2022,Spring,5.21,47964.0,9.0,1889.0,Low,29.62
District_14,2016,Winter,8.91,47552.0,12.3,3605.0,Low,48.32
District_11,2021,Winter,7.06,79717.0,8.8,4021.0,High,26.7
District_11,2019,Summer,8.46,76951.0,17.1,1257.0,High,25.76
District_18,2018,Summer,7.17,55909.0,12.5,4154.0,High,37.41
District_18,2014,Winter,10.54,28278.0,16.4,532.0,High,20.43
District_11,2017,Winter,3.51,35516.0,17.8,2885.0,High,14.24
District_12,2016,Fall,5.05,41826.0,14.8,2826.0,Low,42.15
District_5,2014,Winter,8.19,72393.0,17.0,3307.0,High,23.62
District_9,2018,Summer,7.28,30238.0,9.4,1579.0,Low,52.09
District_9,2019,Spring,7.7,33185.0,16.3,544.0,High,22.04
District_10,2015,Fall,12.65,40963.0,10.7,2546.0,Low,60.57
District_19,2016,Fall,13.64,75615.0,12.7,821.0,High,47.23
District_1,2024,Winter,5.98,50229.0,14.5,4515.0,Low,32.17
District_7,2019,Spring,13.04,58810.0,17.0,1281.0,High,36.37
District_4,2017,Fall,8.51,43233.0,17.1,2414.0,High,36.71
District_1,2022,Summer,6.29,31311.0,8.9,2453.0,High,49.21
District_15,2018,Winter,14.83,33368.0,11.6,2988.0,Low,57.08
District_8,2017,Summer,12.9,68160.0,15.9,4021.0,High,52.39
District_12,2015,Winter,14.93,73609.0,15.0,2625.0,Low,44.86
District_18,2019,Fall,5.02,49585.0,8.3,616.0,High,25.31
District_15,2023,Winter,4.73,41420.0,12.5,3970.0,High,20.8
District_17,2015,Spring,9.04,68470.0,16.3,870.0,High,28.52
District_14,2020,Summer,10.66,60386.0,15.4,3387.0,Low,60.77
District_14,2016,Spring,5.05,22452.0,12.1,4115.0,High,27.46
District_18,2022,Summer,13.33,41044.0,15.4,1772.0,High,46.6
District_20,2024,Summer,9.38,60930.0,13.5,2521.0,Low,45.67
District_18,2018,Winter,7.93,54421.0,17.1,565.0,High,11.64
District_16,2021,Fall,10.22,78684.0,13.9,4117.0,Low,46.03
District_1,2024,Fall,10.62,71967.0,12.0,3665.0,High,35.4
District_11,2019,Spring,3.51,23584.0,16.6,1541.0,Low,28.64
District_15,2023,Winter,15.0,63546.0,8.5,2256.0,Low,47.41
District_12,2021,Fall,7.37,40180.0,17.0,3629.0,High,35.69
District_8,2024,Summer,3.74,60925.0,15.0,2112.0,High,23.05
District_20,2016,Summer,13.23,57033.0,17.4,1231.0,Low,45.5
District_6,2016,Winter,14.92,50183.0,10.5,2833.0,Low,49.19
District_3,2018,Spring,12.8,71177.0,14.9,3756.0,Low,55.54
District_13,2024,Winter,13.22,62521.0,16.1,1944.0,Low,36.9
District_13,2023,Spring,10.51,73373.0,15.0,1048.0,High,35.13
District_2,2016,Winter,14.07,36896.0,10.1,4233.0,Low,48.61
District_5,2021,Summer,3.43,40888.0,10.8,1638.0,Low,31.34
District_17,2023,Winter,12.2,57317.0,13.7,2808.0,Low,41.74
District_6,2021,Fall,11.05,77988.0,12.5,3611.0,Low,49.13
District_2,2015,Fall,3.6,42295.0,15.4,1927.0,Low,31.39
District_4,2017,Winter,9.53,21938.0,11.8,3419.0,Low,44.99
District_11,2023,Spring,9.18,46753.0,16.6,2569.0,Low,39.44
District_8,2014,Spring,11.3,52636.0,12.3,3067.0,High,37.87
District_12,2017,Summer,3.93,68059.0,8.4,3158.0,High,26.73
District_8,2024,Summer,12.66,63716.0,8.2,4209.0,High,52.99
District_11,2017,Spring,4.67,77880.0,14.5,3453.0,Low,29.5
District_20,2023,Winter,8.02,66961.0,13.4,1689.0,Low,19.45
District_8,2022,Summer,13.58,37918.0,13.4,768.0,High,49.81
District_8,2016,Spring,9.73,58483.0,15.9,509.0,High,25.52
District_17,2015,Spring,7.56,60334.0,11.8,4570.0,High,35.2
District_20,2022,Winter,3.58,79881.0,18.0,4739.0,High,15.92
District_20,2022,Fall,11.07,28324.0,17.5,924.0,Low,46.71
District_16,2014,Spring,14.84,31480.0,8.1,2692.0,Low,66.96
District_14,2019,Summer,13.94,29331.0,17.0,1182.0,Low,60.31
District_11,2023,Winter,11.61,55344.0,14.8,4769.0,Low,44.11
District_7,2021,Winter,4.26,28118.0,13.0,1611.0,Low,28.22
District_16,2016,Winter,5.87,59360.0,13.8,2757.0,Low,31.33
District_13,2024,Fall,5.24,68226.0,16.4,1245.0,Low,12.95
District_15,2022,Fall,7.27,45968.0,17.5,1997.0,Low,43.6
District_16,2015,Summer,5.83,53641.0,13.6,1701.0,Low,39.69
District_9,2019,Summer,5.93,74763.0,9.8,2639.0,Low,44.78
District_3,2014,Winter,10.4,54174.0,14.4,2389.0,High,33.06
District_19,2020,Summer,6.82,32516.0,8.8,1989.0,Low,48.7
District_20,2016,Spring,11.13,40592.0,14.4,976.0,High,32.22
District_5,2020,Fall,14.37,51791.0,16.1,2680.0,High,46.62
District_10,2017,Winter,10.66,29294.0,11.5,4326.0,High,54.5
District_17,2022,Winter,12.02,56751.0,8.7,3786.0,High,40.68
District_15,2018,Spring,12.02,79955.0,14.9,3743.0,Low,45.16
District_8,2016,Spring,6.97,59152.0,11.4,2147.0,High,34.31
District_15,2021,Spring,3.18,42345.0,10.5,3688.0,Low,25.73
District_14,2019,Spring,3.66,39905.0,14.9,2595.0,High,19.51
District_20,2015,Winter,6.38,75896.0,17.7,1176.0,Low,14.23
District_7,2016,Fall,11.27,72291.0,15.5,2386.0,Low,47.19
District_12,2021,Fall,13.88,48342.0,12.9,1097.0,High,43.51
District_17,2023,Spring,14.51,41205.0,14.0,1015.0,Low,47.62
District_17,2020,Summer,3.31,62628.0,9.4,604.0,Low,34.51
District_10,2023,Winter,14.88,38870.0,16.1,1773.0,Low,43.46
District_19,2019,Fall,6.87,27164.0,14.0,1989.0,Low,39.79
District_14,2014,Spring,13.12,38609.0,17.7,3647.0,Low,52.15
District_11,2022,Summer,5.16,46058.0,17.8,2921.0,High,31.04
District_2,2016,Summer,3.75,35325.0,11.5,4363.0,Low,43.34
District_18,2018,Spring,7.54,33009.0,17.9,1294.0,Low,18.44
District_7,2020,Winter,13.31,20368.0,17.6,1697.0,High,29.16
District_12,2020,Fall,5.65,57851.0,14.4,4735.0,Low,40.57
District_2,2016,Summer,4.85,56867.0,11.3,2498.0,Low,36.45
District_20,2017,Fall,13.92,31282.0,15.5,4051.0,High,57.68
District_18,2023,Fall,14.26,76619.0,10.7,2715.0,Low,51.48
District_6,2020,Summer,3.15,44574.0,14.3,2620.0,Low,37.64
District_10,2021,Spring,11.73,21529.0,8.2,1167.0,High,49.39
District_20,2015,Summer,6.71,33186.0,14.3,4330.0,Low,51.38
District_15,2022,Summer,7.5,61524.0,17.5,853.0,Low,36.6
District_5,2020,Winter,8.63,32097.0,10.4,1896.0,High,28.42
District_20,2021,Fall,8.12,23235.0,15.8,3531.0,Low,48.01
District_3,2019,Spring,9.18,57062.0,10.9,2783.0,Low,43.37
District_5,2019,Fall,9.99,51101.0,15.1,4466.0,Low,51.76
District_8,2022,Summer,8.59,65676.0,15.0,677.0,High,27.21
District_8,2017,Spring,11.42,66358.0,9.8,3422.0,Low,51.57
District_8,2024,Spring,11.62,77596.0,14.0,2649.0,Low,42.07
District_12,2024,Spring,8.28,23421.0,16.6,1194.0,Low,37.1
District_8,2018,Spring,4.71,22339.0,11.8,3845.0,Low,49.68
District_11,2022,Winter,10.69,79232.0,15.1,2351.0,High,22.58
District_14,2014,Spring,12.28,58691.0,14.7,2892.0,High,44.52
District_8,2017,Summer,10.66,62922.0,10.6,4853.0,High,53.81
District_10,2020,Winter,10.06,25789.0,17.2,2688.0,Low,40.39
District_7,2024,Summer,5.75,24189.0,13.6,4205.0,Low,51.16
District_17,2022,Summer,10.74,29615.0,11.6,3963.0,Low,62.85
District_4,2024,Fall,7.02,45632.0,9.6,3482.0,Low,43.59
District_13,2023,Spring,14.03,26611.0,12.7,4536.0,High,64.56
District_4,2019,Spring,10.84,46780.0,15.3,1632.0,High,38.98
District_5,2021,Summer,6.34,53692.0,14.2,4193.0,High,36.35
District_4,2022,Spring,8.68,20020.0,15.3,2200.0,Low,44.36
District_18,2023,Winter,13.16,26855.0,15.9,4156.0,Low,55.25
District_6,2017,Fall,7.03,42512.0,12.4,2722.0,Low,36.65
District_2,2014,Spring,9.31,23200.0,13.2,4360.0,Low,49.75
District_11,2021,Spring,11.16,28012.0,17.9,4527.0,Low,44.02
District_14,2015,Winter,12.05,33908.0,17.7,3189.0,High,32.88
District_5,2024,Fall,5.09,45776.0,12.1,2784.0,Low,43.01
District_6,2014,Winter,9.78,62890.0,14.9,4025.0,High,27.83
District_10,2020,Summer,13.95,27961.0,10.7,1701.0,High,66.05
District_8,2023,Summer,14.62,64278.0,9.5,569.0,Low,56.91
District_14,2022,Spring,10.87,71304.0,15.7,2332.0,Low,42.69
District_3,2024,Fall,14.8,59089.0,12.4,2785.0,High,47.75
District_12,2022,Summer,9.85,22624.0,9.8,1838.0,High,35.78
District_16,2016,Winter,8.31,46439.0,15.6,2225.0,High,20.52
District_17,2019,Summer,9.62,59604.0,17.2,1099.0,High,27.05
District_1,2020,Summer,4.39,78711.0,17.3,1748.0,Low,28.25
District_10,2023,Winter,7.82,77109.0,14.0,1580.0,Low,32.14
District_10,2022,Spring,8.5,43742.0,12.8,1854.0,Low,39.69
District_2,2015,Fall,13.18,56956.0,9.4,1846.0,High,47.39
District_9,2021,Spring,12.1,73449.0,15.9,3015.0,High,35.29
District_13,2020,Winter,10.22,69863.0,17.5,1628.0,High,23.98
District_16,2017,Summer,7.17,48765.0,16.9,4734.0,Low,59.32
District_18,2015,Fall,5.24,35674.0,15.5,2801.0,Low,43.07
District_19,2021,Spring,7.17,28226.0,8.0,1080.0,High,29.81
District_12,2024,Winter,11.16,49279.0,12.1,1758.0,High,37.6
District_8,2018,Summer,6.16,63371.0,12.1,3784.0,High,36.63
District_17,2019,Summer,8.12,78186.0,16.9,561.0,High,29.48
District_15,2024,Spring,7.64,71709.0,8.7,4720.0,High,32.72
District_10,2020,Winter,12.19,32254.0,13.3,2503.0,Low,46.38
District_15,2023,Summer,13.61,63187.0,9.4,2845.0,Low,64.6
District_15,2014,Summer,11.39,37346.0,14.6,4948.0,High,52.83
District_7,2021,Fall,7.1,61008.0,15.9,2765.0,High,27.42
District_13,2017,Summer,8.2,59948.0,14.4,4765.0,High,40.83
District_17,2022,Spring,4.72,36346.0,15.9,4619.0,High,26.48
District_9,2014,Winter,5.02,34063.0,14.1,4736.0,Low,32.28
District_8,2024,Winter,4.97,26236.0,9.9,4156.0,Low,33.97
District_20,2015,Fall,4.57,23032.0,11.8,1834.0,Low,38.18
District_18,2019,Winter,5.15,71507.0,17.6,2059.0,Low,17.06
District_13,2024,Spring,5.43,22991.0,10.9,2142.0,Low,36.98
District_16,2023,Summer,4.34,25324.0,8.6,4906.0,High,35.65
District_9,2024,Fall,10.68,34331.0,11.8,2123.0,High,43.77
District_12,2014,Winter,14.88,73259.0,11.7,989.0,High,37.91
District_12,2017,Fall,13.55,39976.0,12.7,4002.0,Low,57.5
District_6,2021,Fall,3.55,31508.0,13.6,2147.0,Low,32.5
District_19,2023,Winter,8.08,62933.0,17.9,3294.0,Low,26.98
District_7,2018,Fall,13.31,39144.0,15.6,4660.0,Low,64.42
District_3,2022,Winter,4.62,40002.0,8.4,3090.0,Low,30.97
District_16,2024,Spring,13.17,64339.0,15.1,3370.0,Low,49.8
District_18,2024,Winter,10.11,35099.0,16.2,3393.0,Low,41.61
District_16,2019,Summer,14.18,73806.0,17.0,3256.0,Low,55.08
District_7,2014,Winter,13.51,53685.0,12.2,1219.0,High,31.7
District_4,2019,Summer,11.12,52270.0,11.1,2554.0,High,43.42
District_8,2019,Fall,10.89,35885.0,16.4,534.0,High,29.85
District_13,2019,Winter,5.56,70106.0,15.8,3318.0,Low,22.68
District_13,2021,Summer,4.4,54365.0,13.4,3089.0,Low,38.82
District_17,2019,Winter,7.98,29331.0,9.2,1932.0,High,28.37
District_17,2018,Winter,5.24,32378.0,14.5,2858.0,Low,31.77
District_5,2024,Winter,4.23,48095.0,8.7,2719.0,Low,24.09
District_6,2015,Spring,6.63,66779.0,9.0,1629.0,Low,46.88
District_19,2017,Summer,13.33,76358.0,11.3,1820.0,Low,56.12
District_13,2023,Spring,3.21,59810.0,11.7,3931.0,Low,37.98
District_14,2018,Spring,6.51,50369.0,12.6,3901.0,High,34.22
District_4,2023,Summer,8.09,35044.0,11.4,2614.0,Low,52.02
District_7,2017,Winter,9.13,60372.0,8.3,3729.0,High,35.87
District_8,2015,Spring,5.18,78934.0,9.6,2529.0,Low,34.82
District_13,2020,Spring,14.57,48573.0,9.2,4331.0,High,56.1
District_6,2023,Spring,9.95,29729.0,12.3,1998.0,Low,60.06
District_6,2023,Winter,9.27,26200.0,10.1,4673.0,Low,55.7
District_3,2015,Spring,3.11,36155.0,10.9,2940.0,Low,26.26
District_3,2014,Fall,8.83,54167.0,12.7,2911.0,Low,50.22
District_13,2018,Summer,13.05,76808.0,10.4,3519.0,Low,61.66
District_2,2014,Fall,5.64,37950.0,10.5,2034.0,High,37.22
District_16,2014,Winter,7.21,38323.0,16.3,3759.0,Low,32.6
District_6,2014,Spring,3.25,48871.0,13.5,1942.0,High,5.45
